location,date,year,lat_deg,lat_min,lon_deg,lon_min,mean_depth_m,strata,tl_cm,sl_cm,wt_g,sex,maturity,swimbladder_length_cm,new_date
Sizu (Ukara Channel),2015-11-27T00:00:00Z,2015,1,55.422,33,2.366,26.3,SPEKE GULF,12.3,10,20,NA,I,4.5,11/1/2021
Sizu (Ukara Channel),2015-11-27T00:00:00Z,2015,1,55.422,33,2.366,26.3,SPEKE GULF,17.5,14.3,65,NA,I,5,11/1/2021
Sizu (Ukara Channel),2015-11-27T00:00:00Z,2015,1,55.422,33,2.366,26.3,SPEKE GULF,15,12.2,45,NA,I,5,11/1/2021
Sizu (Ukara Channel),2015-11-27T00:00:00Z,2015,1,55.422,33,2.366,26.3,SPEKE GULF,14.6,12,43,NA,I,3,11/1/2021
Sizu (Ukara Channel),2015-11-27T00:00:00Z,2015,1,55.422,33,2.366,26.3,SPEKE GULF,12.2,9.9,20,NA,I,3.5,11/1/2021
Sizu (Ukara Channel),2015-11-27T00:00:00Z,2015,1,55.422,33,2.366,26.3,SPEKE GULF,13.1,10.8,25,NA,I,3.5,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,36.5,24.4,530,F,II,11,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,54.7,44.3,1350,F,III,17.5,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,68.8,57,3750,F,IV,22.4,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,43,35,840,F,III,14.3,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,36.7,29.4,500,F,II,12,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,37.2,30,560,F,II,11.4,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,28.8,23.2,300,F,II,8.8,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,33,27,425,F,II,10.7,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,33.5,27.3,390,F,II,10,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,72.8,60.4,4600,F,III,22.5,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,36.6,29.7,520,F,II,12,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,36.1,29.2,500,F,II,11.3,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,39.2,22.9,620,F,II,12,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,32.5,26,380,F,II,10.5,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,34.1,27.7,430,F,II,10.3,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,37.7,31.1,570,F,II,11.4,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,32.8,26.8,400,F,II,9.9,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,27.3,22.1,230,F,II,8,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,37.5,30.2,560,M,II,13,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,30.5,24.5,350,M,II,9,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,25.5,20.4,185,M,II,8,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,30.1,24.2,325,M,II,9.4,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,28.6,23,277,M,II,8,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,13,10.9,25,NA,I,4,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,20.2,16.3,100,NA,I,6.6,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,11.4,9.3,22,NA,I,3.8,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,22.4,18,140,NA,I,7,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,17.5,14.2,60,NA,I,6,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,24,19.5,165,NA,I,7.5,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,22.7,17.6,120,NA,I,6.5,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,11.6,9.5,20,NA,I,3.6,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,20.3,15.7,100,NA,I,6.2,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,24,19.4,150,NA,I,8,11/1/2021
Sozia Island (Speke Gulf),2015-11-29T00:00:00Z,2015,2,14.386,33,23.249,16.2,SPEKE GULF,19,15.3,85,NA,I,6,11/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,62,51,2500,F,III,20,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,42.1,34.3,700,M,III,12,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,32.3,26.5,400,M,II,9,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,30,23.9,350,F,II,7.5,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,32.2,26.6,340,F,II,8,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,40.4,33.5,600,F,II,12,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,73.5,60.9,4300,F,III,21.5,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,72,59.6,5000,M,VI,21,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,49.7,41.7,1600,M,V,16,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,45,37,1000,M,III,13,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,46.4,38,1100,F,II,14,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,32.6,26.8,400,F,II,10.5,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,34,27.9,450,F,II,9,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,26.1,21.2,230,NA,I,7.2,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,15.8,12.7,40,NA,I,4,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,20,16.1,70,NA,I,5.5,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,11.6,9.5,15,NA,I,3.2,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,21.4,17.7,110,NA,I,6.5,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,33.1,27.4,350,M,II,10.5,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,23.1,19,135,NA,I,8,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,38,31,640,M,III,11,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,34,28,400,M,II,10,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,29.7,24.5,300,F,II,9,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,24,19.3,160,NA,I,6,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,29.2,24.3,300,F,II,9,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,23,18.7,170,NA,I,6,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,27.9,23,300,F,II,8,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,21.8,17.8,120,NA,I,6,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,29.9,24.3,290,F,II,7.7,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,11.4,9,20,NA,I,3.8,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,20.2,16.5,95,NA,I,4.8,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,15.7,12.6,45,NA,I,4,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,25,20.7,200,F,II,7,8/1/2021
North Soswa Island,2016-08-14T00:00:00Z,2016,1,57.432,32,14.852,59.8,Deep,30.1,24.6,360,M,II,8,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,51.5,42.1,1570,F,III,16,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,25,19.7,160,NA,I,8,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,38.6,31,610,F,II,11,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,26,21.1,180,NA,I,8,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,33.8,27.5,420,F,II,11,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,88.7,74.5,8850,F,IV,28,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,13,10.8,30,NA,I,4,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,52,42.9,1740,M,III,17,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,35.7,29.8,560,F,II,11,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,28.1,22.9,250,F,II,9,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,41.8,33.9,770,M,II,11.5,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,26,21,170,NA,I,8,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,11.8,9,19,NA,I,3.4,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,22,17.6,105,NA,I,7,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,11.6,9.5,20,NA,I,3.8,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,21,17,95,NA,I,6.8,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,46.5,38.9,1120,F,III,14,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,45.2,36.9,1000,M,II,14.7,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,21,17,96,NA,I,4,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,25,19.8,170,NA,I,8,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,18.4,15,70,NA,I,5.8,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,51.2,41.8,1550,F,III,15.5,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,20.1,16.5,80,NA,I,6,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,37.2,30.5,500,F,II,11,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,25.2,20.4,155,NA,I,8.5,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,26.5,21.2,190,NA,I,8,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,46.4,37.9,1140,M,III,15.5,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,53.2,43.7,1650,M,III,16.5,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,46.3,37.7,1110,F,II,14,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,32.2,26.7,330,M,II,10,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,43,35.2,880,M,II,14,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,33.1,26.9,360,M,II,11.4,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,22.1,18,120,NA,I,6,8/1/2021
Emin Pasha Gulf,2016-08-15T00:00:00Z,2016,2,35.255,31,47.584,12.55,Emin Pasha,30,24.6,300,F,II,9,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,39.9,32,700,F,II,12.3,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,28.7,23.6,250,NA,I,8.6,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,24,19.8,170,NA,I,8.5,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,20.3,16.2,95,NA,I,6,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,35.4,28.5,450,M,II,9.8,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,47,39,1005,F,III,15,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,33.1,27.3,390,M,II,10,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,24.5,20,145,NA,I,7,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,50.5,41.3,1200,F,III,14,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,32.6,26.7,400,M,II,9.4,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,64,52.1,3200,M,IV,19,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,28.5,23.5,300,M,II,9,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,44,36.4,900,F,II,13,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,40,33.4,710,M,III,13,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,46.1,38,1160,F,III,14,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,47.2,39.3,1170,F,III,13.5,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,30,24.5,300,M,II,9,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,40,32.6,700,M,II,13,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,38.9,31.5,600,F,II,12,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,22.8,18.6,120,NA,I,7,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,37,30.2,590,M,II,11,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,29,24,280,M,II,9,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,27.5,22.8,230,F,II,9,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,24.1,19.6,160,NA,I,8,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,43.8,36.4,940,M,II,14,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,27.5,22.4,210,NA,I,7,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,20.1,15.5,90,NA,I,6,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,29.8,24.7,260,M,II,9.4,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,17.2,14,60,NA,I,5,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,31.6,26,360,F,II,9,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,29.5,24.7,310,NA,II,9,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,49.8,40,1420,M,IV,14,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,42.6,35.3,930,F,II,14,8/1/2021
Mazinga Island,2016-08-15T00:00:00Z,2016,1,59.52,31,43.359,29.85,INSHORE,39,32.3,660,F,II,12,8/1/2021
Kerebe Island,2016-08-16T00:00:00Z,2016,1,29.277,32,15.392,56.25,COASTAL,95.2,79,9500,F,IV,30,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,46.3,38,1150,M,IV,14,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,15.9,13.1,45,NA,I,5,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,27.4,22.3,225,F,II,9,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,58.2,48.6,2200,M,V,17,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,38,30.9,630,F,II,11,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,55.1,45.6,1870,M,VI,17,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,32.7,26.8,400,M,II,11,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,24.8,20.6,195,F,II,7,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,35.9,28.2,500,F,II,11,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,47,39.4,1140,M,III,15,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,18,14.7,60,NA,I,5.5,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,10,7.9,10,NA,I,3.4,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,18.5,14.8,70,NA,I,5,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,9.6,8,10,NA,I,3,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,39,31.9,700,M,II,12,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,78.3,66,5950,M,VI,24,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,41,33.9,720,F,II,11,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,18,14.8,65,NA,I,5,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,18.3,15.4,80,NA,I,6,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,18.1,15.8,70,NA,I,6,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,54.1,44.4,1650,F,III,15.5,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,15.2,12.3,40,NA,I,5.5,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,17.5,14.2,55,NA,I,6,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,14.2,11,30,NA,I,4.3,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,11,9.1,12,NA,I,3,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,10.5,8.8,12,NA,I,3.5,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,11,9,19,NA,I,4,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,10.5,8.6,15,NA,I,3.5,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,10.5,8.6,15,NA,I,3.5,8/1/2021
Makibwa Island,2016-08-19T00:00:00Z,2016,1,27.966,31,54.847,37.7,COASTAL,9,7.3,10,NA,I,3.8,8/1/2021
Rujabwa Island,2016-08-22T00:00:00Z,2016,0,44.854,32,8.972,35.6,COASTAL,51.4,42.3,1400,F,III,15,8/1/2021
Rujabwa Island,2016-08-22T00:00:00Z,2016,0,44.854,32,8.972,35.6,COASTAL,44.5,36.4,920,F,II,12.8,8/1/2021
Rujabwa Island,2016-08-22T00:00:00Z,2016,0,44.854,32,8.972,35.6,COASTAL,41,34.6,840,F,II,12.5,8/1/2021
Rujabwa Island,2016-08-22T00:00:00Z,2016,0,44.854,32,8.972,35.6,COASTAL,41,34,770,F,II,11,8/1/2021
Rujabwa Island,2016-08-22T00:00:00Z,2016,0,44.854,32,8.972,35.6,COASTAL,32.2,26,380,M,II,9,8/1/2021
Rujabwa Island,2016-08-22T00:00:00Z,2016,0,44.854,32,8.972,35.6,COASTAL,27.9,22.7,300,M,II,8.3,8/1/2021
Rujabwa Island,2016-08-22T00:00:00Z,2016,0,44.854,32,8.972,35.6,COASTAL,36.5,29.9,530,M,II,11.5,8/1/2021
Rujabwa Island,2016-08-22T00:00:00Z,2016,0,44.854,32,8.972,35.6,COASTAL,31.6,25.7,370,M,II,9.5,8/1/2021
Rujabwa Island,2016-08-22T00:00:00Z,2016,0,44.854,32,8.972,35.6,COASTAL,42,34.8,930,M,II,14,8/1/2021
Rujabwa Island,2016-08-22T00:00:00Z,2016,0,44.854,32,8.972,35.6,COASTAL,25.2,20.4,230,F,II,8,8/1/2021
Rujabwa Island,2016-08-22T00:00:00Z,2016,0,44.854,32,8.972,35.6,COASTAL,32,26.5,450,M,II,9,8/1/2021
Rujabwa Island,2016-08-22T00:00:00Z,2016,0,44.854,32,8.972,35.6,COASTAL,33.6,26.8,460,F,II,10,8/1/2021
Rujabwa Island,2016-08-22T00:00:00Z,2016,0,44.854,32,8.972,35.6,COASTAL,37.5,30.5,640,M,II,11,8/1/2021
Rujabwa Island,2016-08-22T00:00:00Z,2016,0,44.854,32,8.972,35.6,COASTAL,25,20.4,210,NA,I,8,8/1/2021
