location,date,year,lat_deg,lat_min,lon_deg,lon_min,mean_depth_m,strata,tl_cm,sl_cm,wt_g,sex,maturity,swimbladder_length_cm,new_date
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,48,39,1230,F,III,18,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,34.5,28.3,450,F,II,12,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,39.2,32,650,F,II,14,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,37,30.8,500,F,II,12.5,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,25,21,106,F,II,9.6,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,30.7,25.3,340,F,II,10,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,36.5,30,490,F,II,12,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,32.2,26.5,350,F,II,10,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,35.5,29.3,500,F,II,12,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,29.1,24.2,250,M,II,10,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,41.6,34,800,M,III,15,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,34.8,28.2,440,M,II,12,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,38,31.3,650,M,II,13,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,45.5,37,1050,M,III,16,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,40.5,33.5,860,M,IV,14,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,18.5,15.1,85,NA,I,6,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,21,17.3,115,NA,I,7,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,18.2,15,75,NA,I,5.5,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,23,18.9,150,NA,I,8.2,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,17,14.2,60,NA,I,5,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,20.5,17.1,105,NA,I,7,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,20.5,16.8,105,NA,I,6,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,17,13.8,60,NA,I,6,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,18.2,15.1,80,NA,I,6,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,18,14,75,NA,I,6,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,20.8,17.4,105,NA,I,7,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,18.8,15.1,85,NA,I,6,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,22,18,140,NA,I,6.5,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,16.5,13.4,55,NA,I,5,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,17.8,14.5,65,NA,I,6,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,9.5,8,10,NA,I,2,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,7.2,5.7,5,NA,I,1,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,16,13.2,45,NA,I,5,11/1/2021
Maisome Channel,2015-11-02T00:00:00Z,2015,2,22.558,31,59.878,18.2,Emin Pasha Gulf,17,13.8,65,NA,I,5,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,40.5,33.2,800,F,II,15,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,40.9,33.4,800,F,II,13,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,42,34.2,900,F,II,14,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,48.7,39.9,1300,F,III,17,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,46.5,38.4,1250,F,III,15,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,43.5,35.5,950,F,II,14,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,35.9,28,550,F,II,12,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,29.5,23.8,300,F,II,9,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,39.4,32.1,750,F,II,14,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,33,27.4,380,M,II,11,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,34.1,27.7,450,M,II,11,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,38,31.5,650,M,II,12,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,29,23.7,300,M,II,10,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,37.2,32.4,650,M,II,14,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,36.7,29.4,550,M,II,11,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,31.5,27.6,350,M,II,9.5,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,40,32.5,850,M,III,14,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,28,23.2,320,M,II,8.4,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,28.5,23.1,320,M,II,9.7,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,20.5,17,125,NA,I,6,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,24.5,20.6,200,NA,I,8,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,14.5,11.7,40,NA,I,4.5,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,22.9,18.7,185,NA,I,7,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,21.5,17.5,140,NA,I,6,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,15.5,13,55,NA,I,5,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,21.4,17.3,135,NA,I,6.5,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,24.2,16.7,195,NA,I,7,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,24.5,16.9,220,NA,I,9,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,20.3,16.7,125,NA,I,7,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,19.7,16.1,105,NA,I,6.5,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,19,15.8,90,NA,I,6,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,18.5,14.9,90,NA,I,5,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,11.5,9.5,250,NA,I,4,11/1/2021
Emin Pasha Gulf,2015-11-03T00:00:00Z,2015,2,34.68,31,50.272,12.55,Emin Pasha Gulf,10.5,8.4,20,NA,I,3,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,24,20.1,150,F,II,8,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,23.5,19.2,160,F,II,7,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,65,53.4,3100,F,III,20,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,39.6,32.5,710,F,II,13,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,42.5,35.3,880,F,II,13,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,60.7,50.4,2730,F,III,20,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,32.5,27.3,400,F,II,9.9,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,26,21.5,210,F,II,8.5,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,38,31.7,680,M,II,12,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,32.8,27,390,M,II,10.4,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,61,50.4,2950,M,V,21,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,51.2,42.3,1660,M,IV,16,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,28.8,23.7,300,M,II,8,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,45.7,37.8,1130,M,III,14,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,39.5,32.5,760,M,III,12.5,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,48.8,39.8,1440,M,IV,16,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,42.6,34.9,890,M,III,13,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,38.7,31.9,700,M,III,12,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,33.5,27.9,450,M,III,9,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,27,23.3,220,M,II,6.5,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,36.7,30,560,M,II,12,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,21.5,18,120,NA,I,6.8,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,13.5,11.3,35,NA,I,4.6,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,18,14.9,90,NA,I,6,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,16.5,13.7,70,NA,I,5.5,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,17.5,14.2,90,NA,I,5,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,18.5,15.4,100,NA,I,5,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,13.3,12.9,50,NA,I,5,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,20.7,16.8,110,NA,I,5,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,14.2,11.6,40,NA,I,4,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,12.7,10.5,30,NA,I,4,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,12.8,10.2,30,NA,I,4,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,20,16.4,100,NA,I,6,11/1/2021
Mazinga Is,2015-11-03T00:00:00Z,2015,2,0.115,31,43.015,27.7,Emin Pasha Gulf,15.2,12.7,50,NA,I,5,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,78,65.4,5950,F,III,24,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,68.2,56.5,3600,F,III,24.5,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,37.5,30.9,570,F,II,11,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,33,27.5,350,F,II,10,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,36,30,520,F,II,13,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,32.7,27.3,330,F,II,10,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,31.2,26.3,450,F,II,10.5,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,32,26.7,350,M,II,11.5,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,41,34.1,740,M,II,15,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,49.2,40.4,1300,M,III,16,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,60.5,50,2650,M,III,19,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,41.2,34,720,M,II,13,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,32.3,25.8,260,M,II,9.5,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,43.6,35.7,950,M,II,13,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,32,27.1,300,M,II,10.5,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,54.3,45,1750,M,IV,18,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,31,26.1,240,M,II,10,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,37.1,30,520,M,II,10.5,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,31.5,25.7,330,M,II,10,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,39,32.5,600,M,II,13,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,25.2,20.5,150,M,II,8,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,42.5,35,840,M,II,14,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,31,25.2,300,M,II,8,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,32.2,26.6,380,M,II,10,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,27.6,22.2,230,M,II,9,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,27,22.2,230,M,II,8.5,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,31.1,26,260,N,II,10,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,17.5,14.3,70,NA,I,5.5,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,16.5,13.5,50,NA,I,5,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,22.7,18.3,140,NA,NA,6.8,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,15.2,12.8,45,NA,I,5,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,18.5,15.2,80,NA,I,6,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,14,12.1,35,NA,I,9,11/1/2021
Bumbile Channel,2015-11-07T00:00:00Z,2015,1,42.438,31,50,31.8,INSHORE,18,14.7,80,NA,I,5.5,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,46,37.6,1200,F,III,17,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,32.5,26.8,360,F,II,10,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,36.6,30,500,F,II,13,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,45,36.2,1030,F,II,16,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,31.7,25.3,400,F,II,11,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,31.1,25,340,F,II,10,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,38.4,31,610,F,II,13,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,38.4,30.9,610,F,II,11.5,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,31.5,24,260,F,II,10,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,24,19.5,150,F,II,8,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,40.1,32.5,820,M,II,13,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,32.1,26,400,M,II,11,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,37.1,30.1,600,M,II,11,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,33.5,27.2,450,M,II,11,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,40,32.3,760,M,II,12,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,26.7,21,220,M,II,8,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,29.6,24,320,M,II,8,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,24.1,19.7,160,M,II,8,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,19.1,15.7,80,NA,I,6,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,20.9,17,100,NA,I,7,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,26,21.4,200,NA,I,8.9,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,18,14.5,75,NA,I,6,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,24.6,20,160,NA,I,7,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,22.9,18.6,145,NA,I,7,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,18.1,15,75,NA,I,5,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,13.5,11,30,NA,I,4.5,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,9.8,7.8,10,NA,I,3,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,16,13.5,50,NA,I,5,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,16.4,13.5,55,NA,I,5,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,13,11,26,NA,I,4,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,10.9,9,15,NA,I,3.5,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,15.5,12.4,45,NA,I,5,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,21.1,17.5,120,NA,I,6,11/1/2021
Rubafu Bay,2015-11-09T00:00:00Z,2015,1,0.41,31,47.923,9.615,INSHORE,11.4,9.5,20,NA,I,4,11/1/2021
Lujabwa Island,2015-11-10T00:00:00Z,2015,0,44.887,32,9.178,32.85,COASTAL,41.1,33.4,840,F,II,14,11/1/2021
Lujabwa Island,2015-11-10T00:00:00Z,2015,0,44.887,32,9.178,32.85,COASTAL,36,29.1,480,F,III,10.5,11/1/2021
Lujabwa Island,2015-11-10T00:00:00Z,2015,0,44.887,32,9.178,32.85,COASTAL,44.2,36.2,1000,F,II,12.5,11/1/2021
Lujabwa Island,2015-11-10T00:00:00Z,2015,0,44.887,32,9.178,32.85,COASTAL,32,25.8,300,F,II,10,11/1/2021
Lujabwa Island,2015-11-10T00:00:00Z,2015,0,44.887,32,9.178,32.85,COASTAL,46.1,37.5,950,F,III,15,11/1/2021
Lujabwa Island,2015-11-10T00:00:00Z,2015,0,44.887,32,9.178,32.85,COASTAL,41.8,33,750,F,II,15,11/1/2021
Lujabwa Island,2015-11-10T00:00:00Z,2015,0,44.887,32,9.178,32.85,COASTAL,63.5,32.6,2850,F,III,19,11/1/2021
Lujabwa Island,2015-11-10T00:00:00Z,2015,0,44.887,32,9.178,32.85,COASTAL,35.7,29.3,480,F,II,11,11/1/2021
Lujabwa Island,2015-11-10T00:00:00Z,2015,0,44.887,32,9.178,32.85,COASTAL,34.1,27.2,400,F,II,10,11/1/2021
Lujabwa Island,2015-11-10T00:00:00Z,2015,0,44.887,32,9.178,32.85,COASTAL,51.1,42,1550,F,III,15,11/1/2021
Lujabwa Island,2015-11-10T00:00:00Z,2015,0,44.887,32,9.178,32.85,COASTAL,24.5,28.7,460,F,II,11,11/1/2021
Lujabwa Island,2015-11-10T00:00:00Z,2015,0,44.887,32,9.178,32.85,COASTAL,32.1,26,330,F,II,9,11/1/2021
Lujabwa Island,2015-11-10T00:00:00Z,2015,0,44.887,32,9.178,32.85,COASTAL,52.5,43.2,1700,M,III,17,11/1/2021
Lujabwa Island,2015-11-10T00:00:00Z,2015,0,44.887,32,9.178,32.85,COASTAL,27,21.9,200,M,III,9,11/1/2021
Lujabwa Island,2015-11-10T00:00:00Z,2015,0,44.887,32,9.178,32.85,COASTAL,40.2,33,600,M,II,15,11/1/2021
